run,id,phase,operation,parent_ids,hcv,scv,fitness,node_count,tree_depth,tree,canonical
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g8-i7,8,mutation,g7-i2,12,4.455,57.909,18,4,(if (< f h) (+ (* b g) (* e a)) (* (+ c g) (+ f d))),(if (< f h) (+ (* a e) (* b g)) (* (+ c g) (+ d f)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g8-i8,8,crossover,g7-i1|g7-e0,36,3.653,135.150,18,4,(if (< f h) (* (+ e g) (+ a b)) (+ (* c d) (- d e))),(if (< f h) (* (+ a b) (+ e g)) (+ (* c d) (- d e)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g8-i9,8,crossover,g7-i1|g7-e0,8,4.754,42.784,18,4,(if (> e h) (+ (* f g) (+ c a)) (* (+ b d) (+ e f))),(if (< h e) (+ (* f g) (+ a c)) (* (+ b d) (+ e f)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g8-i10,8,crossover,g7-i15|g7-i1,5,4.651,27.904,18,4,(if (< d h) (+ (* f g) (* c e)) (* (+ a b) (+ e g))),(if (< d h) (+ (* c e) (* f g)) (* (+ a b) (+ e g)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g8-i11,8,crossover,g7-i15|g7-i1,6,4.853,33.973,18,4,(if (< e h) (+ (* f g) (* e a)) (- (+ c d) (* b d))),(if (< e h) (+ (* a e) (* f g)) (- (+ c d) (* b d)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g8-i12,8,mutation,g7-i16,0,4.845,4.845,18,4,(if (> e h) (+ (+ f g) (* d e)) (- (+ a b) (* e g))),(if (< h e) (+ (* d e) (+ f g)) (- (+ a b) (* e g)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g8-i13,8,crossover,g7-e0|g7-i7,6,4.836,33.853,18,4,(if (< c h) (+ (* f g) (* d e)) (- (+ a b) (+ e g))),(if (< c h) (+ (* d e) (* f g)) (- (+ a b) (+ e g)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g8-i14,8,crossover,g7-e0|g7-i7,12,5.088,66.147,18,4,(if (> c h) (- (* f g) (+ d e)) (+ (- a b) (* e g))),(if (< h c) (- (* f g) (+ d e)) (+ (* e g) (- a b)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g8-i15,8,mutation,g7-i2,13,4.694,65.714,18,4,(if (< f h) (+ (* b g) (* e a)) (+ (* c g) (* f d))),(if (< f h) (+ (* a e) (* b g)) (+ (* c g) (* d f)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g8-i16,8,crossover,g7-i16|g7-i7,2,4.801,14.403,18,4,(if (< e h) (+ (* f g) (- d e)) (- (+ a b) (* e g))),(if (< e h) (+ (* f g) (- d e)) (- (+ a b) (* e g)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g8-i17,8,crossover,g7-i16|g7-i7,10,4.521,49.728,18,4,(if (> c h) (* (+ f g) (- d e)) (+ (- a b) (* e g))),(if (< h c) (* (+ f g) (- d e)) (+ (* e g) (- a b)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g8-i18,8,crossover,g7-e0|g7-i1,9,4.747,47.471,18,4,(if (< e h) (* (+ f g) (+ e a)) (+ (* c d) (- b d))),(if (< e h) (* (+ a e) (+ f g)) (+ (* c d) (- b d)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g8-i19,8,crossover,g7-e0|g7-i1,7,4.960,39.682,18,4,(if (> c h) (+ (* f g) (- d e)) (* (+ a b) (+ e g))),(if (< h c) (+ (* f g) (- d e)) (* (+ a b) (+ e g)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g9-e0,9,elitism,g8-i12,0,4.845,4.845,18,4,(if (> e h) (+ (+ f g) (* d e)) (- (+ a b) (* e g))),(if (< h e) (+ (* d e) (+ f g)) (- (+ a b) (* e g)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g9-i1,9,mutation,g8-i17,42,4.072,175.114,18,4,(if (< c h) (+ (* f g) (- d e)) (* (+ a b) (/ e g))),(if (< c h) (+ (* f g) (- d e)) (* (+ a b) (/ e g)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g9-i2,9,crossover,g8-i9|g8-e0,5,4.735,28.410,18,4,(if (< e h) (* (+ f g) (+ c d)) (+ (* b a) (- e f))),(if (< e h) (* (+ c d) (+ f g)) (+ (* a b) (- e f)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g9-i3,9,crossover,g8-i9|g8-e0,21,3.294,72.461,18,4,(if (>= c h) (- (+ f g) (* d e)) (+ (* a b) (+ e f))),(if (<= h c) (- (+ f g) (* d e)) (+ (* a b) (+ e f)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g9-i4,9,mutation,g8-i12,36,3.535,130.785,18,4,(if (< e h) (+ (+ f g) (* d e)) (- (+ a b) (* e g))),(if (< e h) (+ (* d e) (+ f g)) (- (+ a b) (* e g)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g9-i5,9,mutation,g8-i12,36,3.673,135.891,18,4,(if (> f h) (+ (+ f g) (* d e)) (- (+ a b) (* e g))),(if (< h f) (+ (* d e) (+ f g)) (- (+ a b) (* e g)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g9-i6,9,crossover,g8-i12|g8-i10,9,4.880,48.795,18,4,(if (< e h) (+ (* f g) (* c e)) (* (+ a b) (+ e g))),(if (< e h) (+ (* c e) (* f g)) (* (+ a b) (+ e g)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g9-i7,9,crossover,g8-i12|g8-i10,24,3.150,78.760,18,4,(if (> d h) (- (+ f g) (* d e)) (+ (+ a b) (* e g))),(if (< h d) (- (+ f g) (* d e)) (+ (* e g) (+ a b)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g9-i8,9,mutation,g8-i13,13,4.404,61.657,18,4,(if (> c h) (* (+ f g) (+ d e)) (- (+ a b) (+ e g))),(if (< h c) (* (+ d e) (+ f g)) (- (+ a b) (+ e g)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g9-i9,9,crossover,g8-i16|g8-i16,58,2.549,150.397,18,4,(if (> f g) (* (+ a b) (- d e)) (+ (* e h) (/ c g))),(if (< g f) (* (+ a b) (- d e)) (+ (* e h) (/ c g)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g9-i10,9,crossover,g8-i16|g8-i16,59,2.388,143.298,18,4,(if (<= c h) (+ (- a b) (* e f)) (- (+ d f) (/ g e))),(if (<= c h) (+ (* e f) (- a b)) (- (+ d f) (/ g e)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g9-i11,9,crossover,g8-i1|g8-e0,59,2.868,172.065,18,4,(if (< c h) (+ (* f g) (- d e)) (+ (* a b) (* e g))),(if (< c h) (+ (* f g) (- d e)) (+ (* a b) (* e g)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g9-i12,9,crossover,g8-i1|g8-e0,6,4.901,34.307,18,4,(if (> c h) (- (+ a b) (* g h)) (* (+ f d) (- e g))),(if (< h c) (- (+ a b) (* g h)) (* (+ d f) (- e g)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g9-i13,9,crossover,g8-e0|g8-e0,42,3.387,145.634,18,4,(if (> f g) (* (+ a b) (- c e)) (+ (- d h) (* e f))),(if (< g f) (* (+ a b) (- c e)) (+ (* e f) (- d h)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g9-i14,9,crossover,g8-e0|g8-e0,0,5.347,5.347,18,4,(if (<= c h) (+ (* f g) (- d e)) (- (+ a b) (* e g))),(if (<= c h) (+ (* f g) (- d e)) (- (+ a b) (* e g)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g9-i15,9,crossover,g8-i4|g8-e0,1,5.346,10.692,18,4,(if (< d h) (+ (* f g) (- c e)) (- (+ a b) (* e g))),(if (< d h) (+ (* f g) (- c e)) (- (+ a b) (* e g)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g9-i16,9,crossover,g8-i4|g8-e0,59,1.841,110.459,18,4,(if (< c h) (- (+ f g) (* d e)) (+ (- a b) (* e g))),(if (< c h) (- (+ f g) (* d e)) (+ (* e g) (- a b)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g9-i17,9,crossover,g8-i4|g8-i17,59,2.005,120.309,18,4,(if (< d h) (* (+ f g) (- d e)) (+ (- a b) (* e g))),(if (< d h) (* (+ f g) (- d e)) (+ (* e g) (- a b)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g9-i18,9,crossover,g8-i4|g8-i16,2,5.373,16.120,18,4,(if (< d h) (+ (* f g) (* c e)) (- (+ a b) (* e g))),(if (< d h) (+ (* c e) (* f g)) (- (+ a b) (* e g)))
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,g9-i19,9,crossover,g8-i4|g8-i16,57,2.281,132.324,18,4,(if (> e h) (- (+ f g) (+ d e)) (+ (+ a b) (* e g))),(if (< h e) (- (+ f g) (+ d e)) (+ (* e g) (+ a b)))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,init-i0,-1,initial,,9,4.444,44.439,7,4,(+ a (+ b (* c d))),(+ (+ (* c d) b) a)
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,init-i1,-1,initial,,32,3.285,108.420,10,3,(if (< e f) (+ g h) (- a b)),(if (< e f) (+ g h) (- a b))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,init-i2,-1,initial,,56,1.922,109.531,7,3,(* (+ d e) (- f g)),(* (+ d e) (- f g))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,init-i3,-1,initial,,12,4.588,59.650,9,4,(+ (+ a b) (* c (+ d e))),(+ (* (+ d e) c) (+ a b))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,init-i4,-1,initial,,9,4.761,47.605,3,2,(+ a b),(+ a b)
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,init-i5,-1,initial,,8,4.555,40.993,10,3,(if (< e h) (* c d) (+ f g)),(if (< e h) (* c d) (+ f g))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,init-i6,-1,initial,,51,2.394,124.479,7,3,(* (+ a b) (- c d)),(* (+ a b) (- c d))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,init-i7,-1,initial,,11,4.740,56.881,7,3,(+ (* a b) (/ c d)),(+ (* a b) (/ c d))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,init-i8,-1,initial,,10,4.634,50.975,5,3,(+ a (+ b c)),(+ (+ b c) a)
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,init-i9,-1,initial,,5,4.545,27.270,10,3,(if (< e h) (* f g) (+ d e)),(if (< e h) (* f g) (+ d e))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,init-i10,-1,initial,,52,2.074,109.936,7,3,(* (+ a b) (- c d)),(* (+ a b) (- c d))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,init-i11,-1,initial,,9,4.646,46.457,7,3,(+ (+ e f) (* g h)),(+ (* g h) (+ e f))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,init-i12,-1,initial,,10,4.736,52.091,3,2,(+ a b),(+ a b)
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,init-i13,-1,initial,,15,4.456,71.292,10,3,(if (< e h) (* c d) (+ f g)),(if (< e h) (* c d) (+ f g))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,init-i14,-1,initial,,56,1.831,104.366,7,3,(* (+ a b) (- c d)),(* (+ a b) (- c d))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,init-i15,-1,initial,,8,4.646,41.816,7,3,(+ (* a b) (/ f g)),(+ (* a b) (/ f g))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,init-i16,-1,initial,,10,4.693,51.626,7,3,(* (+ a b) (+ c d)),(* (+ a b) (+ c d))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,init-i17,-1,initial,,45,2.904,133.575,7,3,(+ (* e f) (- g h)),(+ (* e f) (- g h))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,init-i18,-1,initial,,56,2.872,163.709,10,3,(if (< a b) (+ c d) (* e f)),(if (< a b) (+ c d) (* e f))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,init-i19,-1,initial,,53,2.309,124.664,7,3,(- (+ a b) (* c d)),(- (+ a b) (* c d))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g0-e0,0,elitism,init-i9,5,4.545,27.270,10,3,(if (< e h) (* f g) (+ d e)),(if (< e h) (* f g) (+ d e))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g0-i1,0,crossover,init-i5|init-i4,4,4.735,23.676,14,4,(if (> e h) (+ (* c d) (* f g)) (+ a b)),(if (< h e) (+ (* c d) (* f g)) (+ a b))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g0-i2,0,crossover,init-i5|init-i4,18,4.948,94.009,11,4,(+ (* (/ e h) (+ f g)) (* a b)),(+ (* (+ f g) (/ e h)) (* a b))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g0-i3,0,crossover,init-i4|init-i1,32,3.349,110.513,10,3,(if (< e f) (+ g h) (+ a b)),(if (< e f) (+ g h) (+ a b))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g0-i4,0,crossover,init-i11|init-i7,47,2.799,134.334,7,3,(+ (* e f) (+ g h)),(+ (* e f) (+ g h))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g0-i5,0,crossover,init-i11|init-i7,47,3.063,147.033,10,3,(if (< a b) (+ c d) (* e f)),(if (< a b) (+ c d) (* e f))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g0-i6,0,crossover,init-i4|init-i15,2,4.760,14.281,10,3,(if (< a b) (* a b) (+ f g)),(if (< a b) (* a b) (+ f g))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g0-i7,0,crossover,init-i4|init-i15,17,4.392,79.050,7,4,(+ (* (/ f g) a) b),(+ (* (/ f g) a) b)
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g0-i8,0,crossover,init-i15|init-i11,51,3.201,166.474,7,3,(+ (* e f) (/ a h)),(+ (* e f) (/ a h))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g0-i9,0,crossover,init-i15|init-i11,11,4.407,52.888,10,3,(if (< b c) (+ d g) (* f h)),(if (< b c) (+ d g) (* f h))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g0-i10,0,mutation,init-i0,7,4.807,38.453,7,4,(+ a (* b (+ c d))),(+ (* (+ c d) b) a)
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g0-i11,0,mutation,init-i3,12,4.644,60.370,9,4,(+ (* a b) (+ c (* d e))),(+ (* a b) (+ (* d e) c))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g0-i12,0,mutation,init-i5,7,4.539,36.314,14,4,(if (> e h) (+ (* f g) (* c d)) (+ f g)),(if (< h e) (+ (* c d) (* f g)) (+ f g))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g0-i13,0,crossover,init-i9|init-i7,8,4.679,42.115,10,3,(if (> f g) (+ a b) (* c d)),(if (< g f) (+ a b) (* c d))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g0-i14,0,crossover,init-i9|init-i7,58,2.264,133.574,7,3,(+ (/ f g) (- e h)),(+ (- e h) (/ f g))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g0-i15,0,crossover,init-i3|init-i16,5,4.787,28.721,14,4,(if (< (+ a b) (* c d)) (+ e f) (+ g h)),(if (< (+ a b) (* c d)) (+ e f) (+ g h))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g0-i16,0,crossover,init-i3|init-i16,4,4.883,24.414,9,4,(+ (* (+ a b) c) (- d e)),(+ (* (+ a b) c) (- d e))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g0-i17,0,mutation,init-i7,7,4.608,36.860,10,3,(if (< e f) (* a b) (+ c d)),(if (< e f) (* a b) (+ c d))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g0-i18,0,crossover,init-i9|init-i15,46,2.282,107.261,12,4,(if (> f g) (+ (* e h) d) (/ c a)),(if (< g f) (+ (* e h) d) (/ c a))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g0-i19,0,crossover,init-i9|init-i15,11,4.755,57.061,14,4,(+ (if (< a b) (* f e) (+ g d)) (* c h)),(+ (* c h) (if (< a b) (* e f) (+ d g)))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g1-e0,1,elitism,g0-i6,2,4.760,14.281,10,3,(if (< a b) (* a b) (+ f g)),(if (< a b) (* a b) (+ f g))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g1-i1,1,mutation,g0-i16,19,4.756,95.127,14,4,(if (< a b) (+ (* c d) e) (+ (- f g) h)),(if (< a b) (+ (* c d) e) (+ (- f g) h))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g1-i2,1,mutation,g0-i6,18,4.722,89.717,14,4,(if (> a b) (+ (* f g) (* c d)) (- e h)),(if (< b a) (+ (* c d) (* f g)) (- e h))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g1-i3,1,crossover,g0-e0|g0-i17,6,4.821,33.747,18,4,(if (< e f) (+ (* f g) (* a b)) (* (+ d e) (+ c d))),(if (< e f) (+ (* a b) (* f g)) (* (+ c d) (+ d e)))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g1-i4,1,crossover,g0-e0|g0-i17,12,4.606,59.875,18,4,(if (> e h) (* (+ f g) (+ a b)) (+ (* c d) (* e f))),(if (< h e) (* (+ a b) (+ f g)) (+ (* c d) (* e f)))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g1-i5,1,mutation,g0-i16,4,4.422,22.112,12,4,(if (< (+ a b) c) (* d e) (+ f g)),(if (< (+ a b) c) (* d e) (+ f g))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g1-i6,1,crossover,g0-i16|g0-i12,8,4.909,44.180,14,4,(if (< e h) (+ (* a b) (* c d)) (+ f g)),(if (< e h) (+ (* a b) (* c d)) (+ f g))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g1-i7,1,crossover,g0-i16|g0-i12,9,4.791,47.906,9,4,(+ (* (+ e f) g) (- h d)),(+ (* (+ e f) g) (- h d))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g1-i8,1,crossover,g0-e0|g0-i15,1,4.985,9.971,10,3,(if (< e h) (+ f g) (* d e)),(if (< e h) (+ f g) (* d e))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g1-i9,1,crossover,g0-e0|g0-i15,45,2.501,115.029,14,4,(if (> (+ a b) (* c d)) (- e f) (- g h)),(if (< (* c d) (+ a b)) (- e f) (- g h))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g1-i10,1,crossover,g0-i1|g0-i6,3,4.904,19.618,14,4,(if (< e h) (+ (* c d) (* f g)) (+ a b)),(if (< e h) (+ (* c d) (* f g)) (+ a b))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g1-i11,1,crossover,g0-i1|g0-i6,17,4.686,84.349,10,3,(if (> a b) (* c d) (+ f g)),(if (< b a) (* c d) (+ f g))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g1-i12,1,crossover,g0-i15|g0-i10,31,3.481,111.395,14,4,(if (< (* a b) (+ c d)) (* e f) (+ g h)),(if (< (* a b) (+ c d)) (* e f) (+ g h))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g1-i13,1,crossover,g0-i15|g0-i10,11,4.481,53.771,7,4,(+ a (+ b (* c d))),(+ (+ (* c d) b) a)
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g1-i14,1,crossover,g0-i16|g0-i6,8,4.900,44.100,12,4,(if (< (+ a b) c) (* d e) (+ f g)),(if (< (+ a b) c) (* d e) (+ f g))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g1-i15,1,crossover,g0-i16|g0-i6,5,4.843,29.057,9,4,(+ (* (+ a b) f) (- g h)),(+ (* (+ a b) f) (- g h))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g1-i16,1,crossover,g0-i17|g0-i16,5,4.722,28.331,12,4,(if (> c e) (+ (* a b) d) (- f g)),(if (< e c) (+ (* a b) d) (- f g))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g1-i17,1,crossover,g0-i17|g0-i16,38,3.418,133.287,9,4,(+ (/ (+ a b) c) (* d e)),(+ (* d e) (/ (+ a b) c))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g1-i18,1,crossover,g0-i6|g0-i19,26,4.366,117.889,18,4,(if (< a b) (+ (* a b) (* f g)) (+ (* c h) (+ g d))),(if (< a b) (+ (* a b) (* f g)) (+ (* c h) (+ d g)))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g1-i19,1,mutation,g0-i6,13,4.766,66.729,14,4,(if (> a b) (+ (* f g) (* c d)) (+ e h)),(if (< b a) (+ (* c d) (* f g)) (+ e h))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g2-e0,2,elitism,g1-i8,1,4.985,9.971,10,3,(if (< e h) (+ f g) (* d e)),(if (< e h) (+ f g) (* d e))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g2-i1,2,crossover,g1-i8|g1-e0,6,4.778,33.448,10,3,(if (< e h) (* f g) (+ d e)),(if (< e h) (* f g) (+ d e))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g2-i2,2,crossover,g1-i8|g1-e0,22,4.099,94.276,10,3,(if (> a b) (+ a b) (* f g)),(if (< b a) (+ a b) (* f g))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g2-i3,2,crossover,g1-i15|g1-e0,48,2.500,122.504,14,4,(if (< a b) (+ (* a b) f) (* (+ g h) e)),(if (< a b) (+ (* a b) f) (* (+ g h) e))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g2-i4,2,crossover,g1-i15|g1-e0,9,4.935,49.346,9,4,(+ (* (- a b) f) (/ g h)),(+ (* (- a b) f) (/ g h))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g2-i5,2,mutation,g1-i15,5,4.607,27.640,14,4,(if (< a b) (* (+ a b) f) (+ (* a f) g)),(if (< a b) (* (+ a b) f) (+ (* a f) g))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g2-i6,2,mutation,g1-i15,33,4.032,137.095,14,4,(if (> f e) (* a (+ b c)) (+ (* f g) h)),(if (< e f) (* (+ b c) a) (+ (* f g) h))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g2-i7,2,crossover,g1-i16|g1-i10,9,4.807,48.070,14,4,(if (< c e) (+ (* a b) (* f g)) (- d h)),(if (< c e) (+ (* a b) (* f g)) (- d h))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g2-i8,2,crossover,g1-i16|g1-i10,4,4.943,24.717,16,4,(if (> e h) (* (+ a b) (+ c d)) (+ (* f g) e)),(if (< h e) (* (+ a b) (+ c d)) (+ (* f g) e))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g2-i9,2,crossover,g1-i5|g1-i8,35,3.106,111.827,12,4,(if (< (+ a b) c) (+ f g) (* d e)),(if (< (+ a b) c) (+ f g) (* d e))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g2-i10,2,crossover,g1-i5|g1-i8,5,4.670,28.020,10,3,(if (> e h) (* d e) (+ f g)),(if (< h e) (* d e) (+ f g))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g2-i11,2,crossover,g1-i10|g1-i5,18,4.719,89.660,14,4,(if (< a h) (+ (* e f) (* b g)) (+ c d)),(if (< a h) (+ (* b g) (* e f)) (+ c d))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g2-i12,2,crossover,g1-i10|g1-i5,33,4.080,138.706,12,4,(if (> c d) (* (+ a b) e) (+ f g)),(if (< d c) (* (+ a b) e) (+ f g))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g2-i13,2,mutation,g1-i5,40,3.121,127.977,12,4,(if (> (+ a b) c) (* d e) (+ f g)),(if (< c (+ a b)) (* d e) (+ f g))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g2-i14,2,crossover,g1-i13|g1-i8,46,2.664,125.202,10,3,(if (< a h) (+ f g) (* d e)),(if (< a h) (+ f g) (* d e))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g2-i15,2,crossover,g1-i13|g1-i8,37,4.268,162.185,7,4,(+ a (+ b (* c e))),(+ (+ (* c e) b) a)
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g2-i16,2,crossover,g1-i14|g1-i14,33,3.176,107.996,14,4,(if (< (+ a b) c) (+ (* d e) f) (* g h)),(if (< (+ a b) c) (+ (* d e) f) (* g h))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g2-i17,2,crossover,g1-i8|g1-i3,30,4.118,127.664,18,4,(if (< e f) (* (+ d e) (+ c d)) (+ (* f g) (* a b))),(if (< e f) (* (+ c d) (+ d e)) (+ (* a b) (* f g)))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g2-i18,2,crossover,g1-i8|g1-i3,37,3.306,125.632,10,3,(if (> e h) (+ f g) (* d e)),(if (< h e) (+ f g) (* d e))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g2-i19,2,mutation,g1-i3,9,4.479,44.787,18,4,(if (> e f) (* (+ a b) (+ c d)) (+ (* d g) (* f e))),(if (< f e) (* (+ a b) (+ c d)) (+ (* d g) (* e f)))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g3-e0,3,elitism,g2-e0,1,4.985,9.971,10,3,(if (< e h) (+ f g) (* d e)),(if (< e h) (+ f g) (* d e))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g3-i1,3,crossover,g2-e0|g2-i16,6,5.010,35.070,10,3,(if (< e h) (* f g) (+ d e)),(if (< e h) (* f g) (+ d e))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g3-i2,3,crossover,g2-e0|g2-i16,53,2.543,137.344,14,4,(if (> (+ a b) c) (- (* d e) f) (+ g h)),(if (< c (+ a b)) (- (* d e) f) (+ g h))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g3-i3,3,mutation,g2-i5,2,4.884,14.652,14,4,(if (> a b) (+ (* a f) g) (- (* b f) h)),(if (< b a) (+ (* a f) g) (- (* b f) h))
results/temperature/T_1.0/car-f-92-20260831T180221Z-seed1001,g3-i4,3,crossover,g2-i8|g2-i5,13,4.867,68.139,14,4,(if (< e h) (+ (* a b) c) (* (+ f g) d)),(if (< e h) (+ (* a b) c) (* (+ f g) d))
